conf_id,conf_title,conf_description,conf_group,conf_type,conf_key,conf_value,conf_default,conf_extra,conf_evalphp,conf_position,conf_start_group,conf_add_cache,conf_keywords
374,Products,Priority value for products in IP.Nexus.,37,dropdown,sitemap_priority_nexus_products,,0.6,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,23,,TRUE,
375,IP.Chat,Priority value of IP.Chat.	,37,dropdown,sitemap_priority_chat,,0,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,24,IP.Chat,TRUE,
376,Events,Priority value for events in IP.Calendar.,37,dropdown,sitemap_priority_calendar,,0.4,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,25,IP.Calendar,TRUE,
377,Number of past events,Number of <strong>past</strong> events to include in sitemap.,37,dropdown,sitemap_count_calendar_past,,250,"50=50
100=100
250=250
500=500
1000=1,000
2500=2,500
5000=5,000
10000=10,000
25000=25,000
50000=50,000",,26,,TRUE,
378,Number of future events,Number of <strong>future</strong> events to include in sitemap.,37,dropdown,sitemap_count_calendar_future,,750,"50=50
100=100
500=500
750=750
1000=1,000
2500=2,500
5000=5,000
10000=10,000
25000=25,000
50000=50,000",,27,,TRUE,
379,Twitter Default Hashtag,Default hashtag to be added to all shared links via twitter. (Hash tag automatically added),19,input,twitter_hashtag,,,,,30,,TRUE,
380,Enable &quot;Auto Share&quot; when creating new content,"When enabled, members will be given the option of automatically sharing their new content (such as a topic) with social media sites.
Note: this feature is not used for replies and comments and only in supported applications.",19,yes_no,sm_autoshare,,1,,,42,,TRUE,
381,Minimum tags required?,"If yes, the minimum number of tags <strong>must</strong> be provided. If no, then the minimum tags setting will only apply if the user provides at least one tag.",20,yes_no,tags_min_req,,0,,,7,,TRUE,
382,VigLink Enabled,,38,yes_no,viglink_enabled,,,,,1,,TRUE,
383,VigLink API Key,,38,input,viglink_api_key,,,,,2,,TRUE,
384,VigLink Sub-id,,38,input,viglink_subid,,,,,3,,TRUE,
385,Enable VigLink for members in groups,"Users in these groups, when browsing the community, will have the links they click tracked through VigLink.<br />
Leave blank for all groups.",38,multi,viglink_groups,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['viglink_groups']) )
	{
		$_POST['viglink_groups'] = implode("","",$_POST['viglink_groups']);
	}
	else
	{
		$_POST['viglink_groups'] = """";
	}
	
	$key = 'viglink_groups';
}
if ( $show == 1 )
{
$key = 'viglink_groups[]';
}",4,,TRUE,
386,Bypass content by...,Posts and other content submitted by users in these groups will not be handled through VigLink.,38,multi,viglink_norewrite,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['viglink_norewrite']) )
	{
		$_POST['viglink_norewrite'] = implode("","",$_POST['viglink_norewrite']);
	}
	else
	{
		$_POST['viglink_norewrite'] = """";
	}
	
	$key = 'viglink_norewrite';
}
if ( $show == 1 )
{
$key = 'viglink_norewrite[]';
}",5,,TRUE,
387,Enabled &#39;Also tagged with&#39;,"If enabled and the topic has tags, other topics with the same tag(s) will be displayed underneath the fast reply box.",28,yes_no,forums_enabled_also_tagged,,1,,,8,,TRUE,
388,List ID,,39,input,cc_list_id,,,,,4,,TRUE,
389,KeyCAPTCHA Private key,"Sign up for a key at <a href=""https://www.keycaptcha.com/login/?cms=plugin_ipb_34x"" target=""_blank"">keyCAPTCHA.com</a>",24,input,keycaptcha_privatekey,,,,,501,KeyCAPTCHA Settings,TRUE,"keycaptcha, captcha"
390,Allow members to import photos via URL,"If enabled, where members have permission to upload photos, they can import a photo from a URL. This will download it to the forum server.",25,yes_no,mem_photo_url,,1,,,5,,TRUE,
391,Keep user notifications for,"Please select the number of months to keep user notifications (such as inline new reply notifications, etc).",25,dropdown,prune_notifications,,3,"1=1 Month
3=3 Months
6=6 Months
9=9 Months
12=12 Months",,12,Notifications,TRUE,
392,Allow moderators to set custom punishment if no Warning Action is set,"If yes, and a moderator selects a Warning Reason which gives the member a total number of points lower than any of the determined Warning Actions, they will still be able to set a punishment for the member. If no, they will only be able to give a verbal warning.<br />
Administrators can always set custom punishments.",27,yes_no,warning_custom_noaction,1,,,,2,,TRUE,
393,Allow moderators to use &quot;Other&quot; reason,,27,yes_no,warnings_enable_other,1,,,,3,,TRUE,
394,Users must acknowledge issued warnings before posting again?,,27,yes_no,warnings_acknowledge,,,,,6,,TRUE,
396,Show birthdays on the main calendar view,"If set to ""yes"", the calendar will show the number of birthdays for that day.",40,yes_no,show_bday_calendar,0,1,,,1,,TRUE,
397,Show today&#39;s birthdays on the forum index,,40,yes_no,show_birthdays,0,1,,,2,Today&#39;s Birthdays,TRUE,
398,Auto hide when no birthdays to show,"If set to ""yes"", this will remove the ""Today's Birthdays"" block on the forum index when there are none to show.",40,yes_no,autohide_bday,,0,,,3,,TRUE,
399,Show forthcoming calendar events,"If set to ""yes"", this will show single forthcoming calendar events on the board index view. It will not show recurring events or ranged events.",40,yes_no,show_calendar,,1,,,4,Forthcoming Calendar Events,TRUE,
400,Auto hide when no events to show,"If set to ""yes"", this will remove the forthcoming calendar events block from the board index view if there are none to show.",40,yes_no,autohide_calendar,1,0,,,5,,TRUE,
401,Show forthcoming events from today to [x] days ahead,Controls how far into the future events are shown on the forcoming events block on the forum index.,40,input,calendar_limit,,5,,"if( $save == 1 )
{
 $this->cache->rebuildCache( 'calendar_events', 'calendar' );
}",6,,TRUE,
402,Starting year for calendar &#39;Year&#39; drop down box,This applies to view calendar / post event.,40,input,start_year,2011,2008,,,7,,TRUE,
403,Year end limit for &#39;Year&#39; drop down box,"This applies to view calendar / post event.<br>Example: current year is 2002, you enter 5 - last choosable year = 2007",40,input,year_limit,,8,,,8,,TRUE,
404,Start calendar on Monday,"The default behavior for the calendar is to start the week on Sunday.  By setting this to yes, you will start the week on Monday instead.",40,yes_no,ipb_calendar_mon,1,0,,,9,,TRUE,
405,Time format,Choose between US standard and 24 hour time format,40,dropdown,cal_time_format,24hour,standard,"standard=Standard (AM/PM)
24hour=24 hour",,10,Time / Date Formatting,TRUE,
406,Date format,Choose the date format to use for event submission.  Note this format is specifically used for event submission only.,40,dropdown,cal_date_format,italian,american,"american=MM/DD/YYYY
danish=YYYY/MM/DD
italian=DD/MM/YYYY
db=YYYY-MM-DD",,11,,TRUE,
