vid,ip_address,vote_date,tid,member_id,forum_id,member_choices
1179,174.4.165.99,1452840145,5958,4873,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1180,83.233.71.27,1452840621,5958,1558,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1183,70.72.157.47,1452841348,5958,9668,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1182,83.233.71.27,1452841241,4217,1558,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1184,72.23.103.167,1452841430,5958,9335,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1186,75.163.184.136,1452841537,5958,9217,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1188,5.245.169.34,1452845705,5958,9519,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1189,86.15.81.183,1452852609,5958,9510,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1191,142.197.109.23,1452858657,5958,9304,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1192,50.118.172.111,1452862247,5958,9149,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1194,109.99.122.49,1452862699,5958,6322,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1195,88.27.64.13,1452864020,5958,9240,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1196,77.68.251.86,1452865865,5958,9534,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1197,209.164.239.146,1452866200,5958,9583,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1198,80.212.26.147,1452866379,5958,7508,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1199,77.68.251.86,1452866529,4217,9534,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1200,89.153.157.91,1452867578,5958,9626,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1201,87.116.152.228,1452868246,5958,9288,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1202,77.85.36.89,1452871385,5958,9334,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1203,69.165.201.90,1452871558,5958,2170,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1204,68.109.9.183,1452871930,5958,9650,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1205,156.34.188.194,1452872917,5958,6155,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1206,97.77.188.146,1452874649,5958,9634,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1208,99.195.254.179,1452878612,5958,6249,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1209,76.104.193.188,1452882614,5958,8102,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1210,146.201.166.175,1452884501,5958,8232,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1211,67.246.151.74,1452888692,5958,9555,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1212,72.169.97.96,1452889477,4217,9503,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1213,71.38.126.169,1452892468,5958,9666,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1214,172.58.144.46,1452911769,5958,9728,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1215,71.120.164.213,1452924762,5958,9786,65,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1216,108.219.107.29,1452986526,5958,9571,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1217,108.195.218.206,1453014014,5958,6359,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1218,90.224.40.243,1453063824,5958,8165,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1219,74.65.55.196,1453158151,5958,6113,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1220,104.183.178.116,1453172658,5958,168,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1221,86.126.116.113,1453182419,5958,9496,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1222,95.44.95.196,1453379552,5958,7875,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1223,80.220.171.197,1453926511,5958,2306,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1224,173.64.208.79,1453935494,5028,9861,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
1225,32.218.52.149,1453980846,5958,9852,65,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1226,173.64.208.79,1454148510,5958,9861,65,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1227,178.222.96.71,1454372020,4984,9864,152,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1228,68.231.225.82,1454514529,4737,9848,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1229,172.56.20.72,1454611347,4737,9728,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1230,97.77.188.146,1455554033,1007,9634,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1231,65.82.251.223,1455648243,4217,9728,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1232,97.77.188.146,1456335112,2784,9634,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1233,110.148.141.133,1456557704,6125,9476,108,"a:2:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}}"
1234,121.208.11.35,1456727743,6125,9785,108,"a:2:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}}"
1235,174.64.17.159,1456799706,4737,9876,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1236,49.199.17.127,1456829018,6125,9515,108,"a:2:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}}"
1237,203.12.30.190,1456969660,6125,9920,108,"a:2:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}}"
1238,24.150.209.35,1456987955,5598,9916,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1239,86.49.84.57,1457636500,4217,9912,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1241,174.64.17.159,1457646661,4217,9876,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1242,142.196.7.191,1457648625,4217,9690,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1243,24.150.209.35,1457674109,4217,9916,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1244,154.5.34.198,1457728089,4217,9303,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1245,70.130.131.235,1457836250,4217,9393,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1246,192.249.184.24,1457931124,4217,505,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1247,68.4.251.188,1458011130,4737,9943,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
1248,94.1.53.155,1458061387,4217,9950,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
