mt_id,mt_date,mt_title,mt_starter_id,mt_start_time,mt_last_post_time,mt_to_count,mt_to_member_id,mt_replies,mt_first_msg_id,mt_is_draft,mt_is_deleted
5423,2017-04-29T18:03:36Z,Skype troubles and camping trip,14105,2017-04-29T18:03:36Z,2017-04-30T00:35:07Z,2,0,2,23852,FALSE,FALSE
5424,2017-04-29T19:35:09Z,image,9288,2017-04-29T19:35:09Z,2017-04-29T19:38:23Z,2,0,3,23853,FALSE,FALSE
5425,2017-04-30T20:18:51Z,Meme,14161,2017-04-30T20:18:51Z,2017-05-01T05:31:39Z,2,0,3,23866,FALSE,FALSE
5426,2017-04-30T20:57:32Z,ONR,13110,2017-04-30T20:57:32Z,2017-05-01T05:25:16Z,1,0,4,23867,FALSE,FALSE
5427,2017-05-01T03:22:51Z,Training,14136,2017-05-01T03:22:51Z,2017-05-02T03:50:30Z,1,0,3,23872,FALSE,FALSE
5428,2017-05-02T02:11:55Z,Reply to closed thread,13510,2017-05-02T02:11:55Z,2017-05-02T04:00:10Z,2,0,2,23886,FALSE,FALSE
5429,2017-05-02T18:16:39Z,introduction closed,14347,2017-05-02T18:16:39Z,2017-05-04T23:14:16Z,1,0,10,23893,FALSE,FALSE
5430,2017-05-02T19:20:50Z,SIEGE,274,2017-05-02T19:20:50Z,2017-05-10T17:36:14Z,2,0,5,23896,FALSE,FALSE
5431,2017-05-02T19:28:11Z,introduction closed,14347,2017-05-02T19:28:11Z,2017-05-02T19:28:11Z,2,0,1,23898,FALSE,FALSE
5432,2017-05-02T21:19:09Z,Noose,14181,2017-05-02T21:19:09Z,2017-05-02T22:52:59Z,2,0,7,23900,FALSE,FALSE
5433,2017-05-02T22:03:41Z,Hey,11691,2017-05-02T22:03:41Z,2017-05-02T22:20:04Z,2,0,4,23905,FALSE,FALSE
5434,2017-05-03T01:29:55Z,Cheers,14181,2017-05-03T01:29:55Z,2017-05-03T01:29:55Z,1,0,1,23913,FALSE,FALSE
5435,2017-05-03T19:50:06Z,сс,9622,2017-05-03T19:50:06Z,2017-05-04T05:54:00Z,2,0,8,23927,FALSE,FALSE
5436,2017-05-03T21:04:41Z,You wanted me to PM you,14228,2017-05-03T21:04:41Z,2017-05-05T02:57:07Z,2,0,4,23932,FALSE,FALSE
5437,2017-05-03T21:20:29Z,Facebook?,13353,2017-05-03T21:20:29Z,2017-05-08T00:41:05Z,2,0,3,23934,FALSE,FALSE
5438,2017-05-05T04:39:40Z,Getting a Kansas Movement Started,14100,2017-05-05T04:39:40Z,2017-05-07T23:25:53Z,2,0,3,23954,FALSE,FALSE
5439,2017-05-05T09:45:08Z,German,13831,2017-05-05T09:45:08Z,2017-05-05T12:20:39Z,2,0,2,23958,FALSE,FALSE
5440,2017-05-05T16:42:19Z,Hi,14398,2017-05-05T16:42:19Z,2017-05-05T18:05:38Z,2,0,11,23967,FALSE,FALSE
5441,2017-05-06T07:32:56Z,"Goodnight, Twitter. Goodnight",13292,2017-05-06T07:32:56Z,2017-05-17T18:22:59Z,2,0,3,23981,FALSE,FALSE
5442,2017-05-06T07:47:17Z,SHIT,13661,2017-05-06T07:47:17Z,2017-05-06T07:50:57Z,1,0,3,23982,FALSE,FALSE
5444,2017-05-06T20:54:36Z,Have you read SIEGE yet?,13661,2017-05-06T20:54:36Z,2017-06-02T22:27:55Z,2,0,6,23994,FALSE,FALSE
5445,2017-05-07T20:06:04Z,Majice,14161,2017-05-07T20:06:04Z,2017-05-12T22:59:39Z,1,0,10,24002,FALSE,FALSE
5446,2017-05-07T20:23:22Z,Photos of H & D Movement News pages,85,2017-05-07T20:23:22Z,2017-05-09T17:11:55Z,2,0,6,24003,FALSE,FALSE
5447,2017-05-08T01:56:56Z,US,13110,2017-05-08T01:56:56Z,2017-06-01T01:16:54Z,1,0,2,24010,FALSE,FALSE
5448,2017-05-08T04:43:02Z,My thread,14201,2017-05-08T04:43:02Z,2017-05-08T23:53:40Z,2,0,6,24012,FALSE,FALSE
5449,2017-05-08T04:51:33Z,Question,13661,2017-05-08T04:51:33Z,2017-06-06T02:32:42Z,2,0,9,24014,FALSE,FALSE
5450,2017-05-08T08:10:35Z,Marriage,13831,2017-05-08T08:10:35Z,2017-09-24T14:22:04Z,2,0,4,24024,FALSE,FALSE
5451,2017-05-08T15:18:45Z,Slovensko,9912,2017-05-08T15:18:45Z,2017-05-09T13:22:20Z,2,0,9,24029,FALSE,FALSE
5452,2017-05-08T17:37:04Z,heh,9861,2017-05-08T17:37:04Z,2017-05-08T22:13:10Z,2,0,3,24032,FALSE,FALSE
5453,2017-05-08T23:47:32Z,"Thoughts on Jews, Fags, Hitler and Race",14386,2017-05-08T23:47:32Z,2017-05-08T23:47:32Z,2,0,1,24041,FALSE,FALSE
5454,2017-05-10T00:07:46Z,HEIL,14224,2017-05-10T00:07:46Z,2017-05-10T00:29:17Z,2,0,2,24052,FALSE,FALSE
5455,2017-05-10T07:13:32Z,The Black man shall fear the Red man,7405,2017-05-10T07:13:32Z,2017-05-11T03:20:17Z,2,0,3,24054,FALSE,FALSE
5456,2017-05-10T08:25:48Z,Well shit,3491,2017-05-10T08:25:48Z,2017-05-10T08:25:48Z,2,0,1,24055,FALSE,FALSE
5457,2017-05-10T12:08:05Z,Large PDF Archive,13831,2017-05-10T12:08:05Z,2017-05-10T12:08:05Z,1,0,1,24058,FALSE,FALSE
5458,2017-05-10T12:11:18Z,Large Fascist/WN Archive,13831,2017-05-10T12:11:18Z,2017-05-10T12:11:18Z,2,0,1,24059,FALSE,FALSE
5459,2017-05-11T07:33:49Z,Books,13831,2017-05-11T07:33:49Z,2017-07-09T14:44:16Z,2,0,9,24073,FALSE,FALSE
5460,2017-05-11T17:03:06Z,Rumors,9549,2017-05-11T17:03:06Z,2017-05-11T21:03:52Z,2,0,3,24076,FALSE,FALSE
5461,2017-05-11T19:21:27Z,Hi,14107,2017-05-11T19:21:27Z,2017-05-12T19:24:31Z,2,0,7,24077,FALSE,FALSE
5462,2017-05-11T20:55:43Z,Hey,14398,2017-05-11T20:55:43Z,2017-05-11T21:41:49Z,2,0,6,24081,FALSE,FALSE
5463,2017-05-12T10:23:56Z,Jew's,13643,2017-05-12T10:23:56Z,2017-05-12T16:24:31Z,2,0,2,24093,FALSE,FALSE
5464,2017-05-12T12:06:06Z,Hi/Remove,13620,2017-05-12T12:06:06Z,2017-05-12T22:06:31Z,1,0,2,24095,FALSE,FALSE
5465,2017-05-12T19:58:46Z,Hi/remove,13620,2017-05-12T19:58:46Z,2017-05-12T21:44:30Z,1,0,4,24105,FALSE,FALSE
5466,2017-05-13T21:28:01Z,The Brigade,13075,2017-05-13T21:28:01Z,2017-05-18T23:11:01Z,1,0,19,24126,FALSE,FALSE
5467,2017-05-13T22:46:29Z,falanga,14044,2017-05-13T22:46:29Z,2017-05-14T19:47:22Z,2,0,2,24131,FALSE,FALSE
5468,2017-05-14T20:11:04Z,Eternal Gael,9668,2017-05-14T20:11:04Z,2017-05-14T20:11:05Z,2,0,1,24142,FALSE,FALSE
5469,2017-05-14T23:30:43Z,.,14382,2017-05-14T23:30:43Z,2017-05-14T23:32:07Z,2,0,2,24147,FALSE,FALSE
5470,2017-05-15T10:03:03Z,Hello... again,14450,2017-05-15T10:03:03Z,2017-05-15T10:03:03Z,1,0,1,24154,FALSE,FALSE
5471,2017-05-15T11:02:23Z,welcome,9521,2017-05-15T11:02:23Z,2017-05-15T11:55:50Z,2,0,6,24155,FALSE,FALSE
5472,2017-05-15T12:36:07Z,Atomwaffen,14161,2017-05-15T12:36:07Z,2017-05-15T13:28:00Z,2,0,4,24162,FALSE,FALSE
5473,2017-05-15T15:04:39Z,Antimony update,14268,2017-05-15T15:04:39Z,2017-05-15T15:04:39Z,2,0,1,24170,FALSE,FALSE
5474,2017-05-15T20:44:00Z,Hello,14450,2017-05-15T20:44:00Z,2017-05-16T02:26:11Z,2,0,4,24187,FALSE,FALSE
5475,2017-05-16T08:04:10Z,How's it going?,14441,2017-05-16T08:04:10Z,2017-05-17T01:21:19Z,2,0,3,24221,FALSE,FALSE
5476,2017-05-16T08:10:17Z,Hey man,3491,2017-05-16T08:10:17Z,2017-05-19T11:45:31Z,2,0,7,24222,FALSE,FALSE
5477,2017-05-16T10:58:22Z,Christianity,14050,2017-05-16T10:58:22Z,2017-05-16T23:51:30Z,2,0,3,24226,FALSE,FALSE
5478,2017-05-17T07:58:15Z,"Syndicate Division, Indiana",14450,2017-05-17T07:58:15Z,2017-05-17T07:58:15Z,2,0,1,24234,FALSE,FALSE
5784,2017-08-11T20:20:18Z,Sol has selected you to join his epikk disccord server,14542,2017-08-11T20:20:18Z,2017-08-14T03:20:05Z,1,0,6,25862,FALSE,FALSE
5480,2017-05-17T21:45:33Z,CLERICAL FASCISM,13342,2017-05-17T21:45:33Z,2017-05-24T18:46:02Z,2,0,13,24242,FALSE,FALSE
5481,2017-05-18T00:14:08Z,Noose,14181,2017-05-18T00:14:08Z,2017-05-18T00:15:25Z,2,0,2,24243,FALSE,FALSE
5482,2017-05-18T00:38:07Z,welcome,14437,2017-05-18T00:38:07Z,2017-05-18T00:41:11Z,2,0,2,24245,FALSE,FALSE
5483,2017-05-18T01:28:35Z,Oj,9864,2017-05-18T01:28:35Z,2017-05-19T08:45:18Z,2,0,14,24247,FALSE,FALSE
5484,2017-05-18T09:23:22Z,hey nigger,3491,2017-05-18T09:23:22Z,2017-05-18T09:23:22Z,2,0,1,24259,FALSE,FALSE
5485,2017-05-18T11:08:32Z,greetings,14442,2017-05-18T11:08:32Z,2017-05-19T22:02:32Z,1,0,8,24261,FALSE,FALSE
5486,2017-05-18T17:11:47Z,You got banned on facebook?,14167,2017-05-18T17:11:47Z,2017-05-28T10:14:20Z,2,0,5,24264,FALSE,FALSE
5487,2017-05-18T18:48:44Z,Question,14404,2017-05-18T18:48:44Z,2017-05-19T08:16:22Z,2,0,3,24267,FALSE,FALSE
5488,2017-05-18T22:22:06Z,islam discord,13898,2017-05-18T22:22:06Z,2017-05-18T22:34:24Z,2,0,8,24271,FALSE,FALSE
5489,2017-05-19T00:19:16Z,FYI,14437,2017-05-19T00:19:16Z,2017-05-19T00:19:16Z,2,0,1,24290,FALSE,FALSE
5490,2017-05-19T00:37:08Z,Aerosol Can Question,13771,2017-05-19T00:37:08Z,2017-05-19T18:53:00Z,2,0,2,24293,FALSE,FALSE
5491,2017-05-19T23:34:14Z,"There are no ""good jews""",14404,2017-05-19T23:34:14Z,2017-06-05T18:44:04Z,2,0,2,24315,FALSE,FALSE
5492,2017-05-19T23:56:15Z,archive,7719,2017-05-19T23:56:15Z,2017-05-19T23:56:15Z,2,0,1,24316,FALSE,FALSE
5493,2017-05-19T23:59:14Z,archive,7719,2017-05-19T23:59:14Z,2017-05-19T23:59:14Z,2,0,1,24317,FALSE,FALSE
5494,2017-05-20T04:51:38Z,Groups,14100,2017-05-20T04:51:38Z,2017-06-16T07:18:45Z,2,0,2,24318,FALSE,FALSE
5495,2017-05-21T03:24:37Z,Concerning NA,14315,2017-05-21T03:24:37Z,2017-05-23T18:54:55Z,2,0,4,24320,FALSE,FALSE
5496,2017-05-21T17:47:06Z,wow,9388,2017-05-21T17:47:06Z,2017-05-21T19:52:50Z,1,0,2,24324,FALSE,FALSE
5497,2017-05-21T17:54:54Z,what the fuck.,9388,2017-05-21T17:54:54Z,2017-05-21T17:54:54Z,2,0,1,24325,FALSE,FALSE
5499,2017-05-21T23:04:11Z,add me fgt,13334,2017-05-21T23:04:11Z,2017-05-21T23:04:11Z,2,0,1,24329,FALSE,FALSE
5500,2017-05-21T23:48:41Z,nigga,13307,2017-05-21T23:48:41Z,2017-05-21T23:48:41Z,2,0,1,24332,FALSE,FALSE
5501,2017-05-22T01:59:04Z,ay,9303,2017-05-22T01:59:04Z,2017-06-26T00:18:20Z,2,0,4,24336,FALSE,FALSE
5503,2017-05-22T06:44:08Z,Odin,12979,2017-05-22T06:44:08Z,2017-07-09T15:38:39Z,1,0,2,24340,FALSE,FALSE
5504,2017-05-22T12:31:24Z,SIEGE,274,2017-05-22T12:31:24Z,2017-05-22T12:31:24Z,2,0,1,24341,FALSE,FALSE
5505,2017-05-22T12:58:22Z,MI,274,2017-05-22T12:58:22Z,2017-05-26T07:04:02Z,2,0,11,24343,FALSE,FALSE
5532,2017-05-29T06:53:27Z,You're Orthodox?,14450,2017-05-29T06:53:27Z,2017-06-07T04:44:06Z,2,0,3,24536,FALSE,FALSE
5533,2017-05-29T17:16:46Z,Hi,14107,2017-05-29T17:16:46Z,2017-06-03T20:33:49Z,2,0,2,24539,FALSE,FALSE
5534,2017-05-29T17:24:15Z,hello from France,14107,2017-05-29T17:24:15Z,2017-05-30T11:01:40Z,2,0,3,24540,FALSE,FALSE
5535,2017-05-29T17:31:14Z,hello from France,14107,2017-05-29T17:31:14Z,2017-06-06T02:30:07Z,2,0,2,24541,FALSE,FALSE
5536,2017-05-29T22:14:28Z,Welcome!,4873,2017-05-29T22:14:28Z,2017-05-29T22:14:28Z,2,0,1,24545,FALSE,FALSE
5537,2017-05-30T04:47:23Z,wowheeee,9861,2017-05-30T04:47:23Z,2017-05-30T04:47:23Z,2,0,1,24548,FALSE,FALSE
5538,2017-05-30T05:06:52Z,hello cutie ;))))),13692,2017-05-30T05:06:52Z,2017-05-30T05:06:52Z,2,0,1,24549,FALSE,FALSE
5539,2017-05-30T06:55:07Z,Welcome to Ironmarch m'lady,13346,2017-05-30T06:55:07Z,2017-05-30T06:55:07Z,1,0,1,24550,FALSE,FALSE
5540,2017-05-30T11:48:51Z,Republic of Florida and French nationalism,14107,2017-05-30T11:48:51Z,2017-05-31T10:02:12Z,2,0,12,24552,FALSE,FALSE
5541,2017-05-30T17:11:29Z,Salutations,0,2017-05-30T17:11:29Z,2017-05-31T15:38:07Z,2,0,7,24553,FALSE,FALSE
5542,2017-05-30T19:10:08Z,Concerened,13901,2017-05-30T19:10:08Z,2017-05-30T19:58:44Z,1,0,7,24560,FALSE,FALSE
5543,2017-05-30T22:30:58Z,hhey,9861,2017-05-30T22:30:58Z,2017-05-30T22:30:59Z,2,0,1,24577,FALSE,FALSE
5544,2017-06-01T03:02:00Z,Hello,14140,2017-06-01T03:02:00Z,2017-06-01T03:02:00Z,2,0,1,24591,FALSE,FALSE
5545,2017-06-01T10:05:38Z,Hello,14450,2017-06-01T10:05:38Z,2017-06-01T10:05:38Z,2,0,1,24593,FALSE,FALSE
5546,2017-06-01T10:06:53Z,Hello m8,14450,2017-06-01T10:06:53Z,2017-06-07T06:51:50Z,2,0,11,24594,FALSE,FALSE
5547,2017-06-01T14:06:48Z,Falanga forum section,13075,2017-06-01T14:06:48Z,2017-06-01T14:06:48Z,1,0,1,24595,FALSE,FALSE
5548,2017-06-02T05:08:37Z,wire,9668,2017-06-02T05:08:37Z,2017-06-02T09:06:33Z,2,0,2,24597,FALSE,FALSE
5549,2017-06-05T02:02:11Z,Avatar,14486,2017-06-05T02:02:11Z,2017-06-05T02:02:11Z,1,0,1,24617,FALSE,FALSE
5550,2017-06-05T19:29:14Z,Name of the song,13075,2017-06-05T19:29:14Z,2017-06-05T19:29:14Z,1,0,1,24619,FALSE,FALSE
5551,2017-06-05T20:37:06Z,Introduction Reply,14548,2017-06-05T20:37:06Z,2017-06-05T21:01:38Z,1,0,4,24620,FALSE,FALSE
5552,2017-06-05T20:41:28Z,AW,13558,2017-06-05T20:41:28Z,2017-06-05T20:46:59Z,2,0,4,24621,FALSE,FALSE
5553,2017-06-06T02:31:02Z,Boi,13532,2017-06-06T02:31:02Z,2017-06-07T16:05:49Z,2,0,2,24630,FALSE,FALSE
5554,2017-06-06T04:35:12Z,fuck,13510,2017-06-06T04:35:12Z,2017-06-06T23:48:29Z,2,0,4,24632,FALSE,FALSE
5555,2017-06-06T16:40:11Z,IM,14161,2017-06-06T16:40:11Z,2017-06-09T10:00:56Z,2,0,9,24634,FALSE,FALSE
5556,2017-06-06T16:59:59Z,Esoteric Hitlerism,13527,2017-06-06T16:59:59Z,2017-06-06T17:00:56Z,2,0,2,24635,FALSE,FALSE
5557,2017-06-06T17:06:07Z,HAIL.,14549,2017-06-06T17:06:07Z,2017-06-06T18:05:23Z,2,0,10,24637,FALSE,FALSE
5558,2017-06-06T17:41:52Z,Discord,13527,2017-06-06T17:41:52Z,2017-06-06T17:41:52Z,2,0,1,24641,FALSE,FALSE
5559,2017-06-06T22:09:00Z,Pozdrav,14161,2017-06-06T22:09:00Z,2017-06-06T22:54:30Z,2,0,12,24650,FALSE,FALSE
5560,2017-06-07T01:13:38Z,Greets,14161,2017-06-07T01:13:38Z,2017-06-22T11:47:57Z,2,0,32,24664,FALSE,FALSE
5561,2017-06-07T05:28:48Z,Hey,13168,2017-06-07T05:28:48Z,2017-06-13T05:38:22Z,2,0,5,24677,FALSE,FALSE
5562,2017-06-07T05:54:00Z,Quotes,14515,2017-06-07T05:54:00Z,2017-06-07T05:58:08Z,2,0,2,24678,FALSE,FALSE
5563,2017-06-07T12:58:58Z,"""How do you do fellow Aussie""",13484,2017-06-07T12:58:58Z,2017-06-08T12:43:11Z,2,0,3,24686,FALSE,FALSE
5564,2017-06-07T17:16:10Z,Atom Waffen,13266,2017-06-07T17:16:10Z,2017-06-07T17:16:10Z,1,0,1,24692,FALSE,FALSE
5565,2017-06-07T18:15:56Z,Texas,3143,2017-06-07T18:15:56Z,2017-07-06T11:28:24Z,1,0,15,24693,FALSE,FALSE
5566,2017-06-07T19:50:18Z,Choking on Pesticide,14105,2017-06-07T19:50:18Z,2017-07-15T05:29:58Z,2,0,15,24697,FALSE,FALSE
5567,2017-06-07T22:53:23Z,Thanks,14529,2017-06-07T22:53:23Z,2017-06-07T22:58:52Z,2,0,3,24709,FALSE,FALSE
5568,2017-06-07T23:02:56Z,Hey,14529,2017-06-07T23:02:56Z,2017-06-07T23:29:23Z,2,0,4,24712,FALSE,FALSE
5569,2017-06-08T02:43:02Z,AW video thread,14028,2017-06-08T02:43:02Z,2017-06-08T02:43:02Z,1,0,1,24717,FALSE,FALSE
5570,2017-06-08T02:50:40Z,Welcome to Ironmarch m'lady,13346,2017-06-08T02:50:40Z,2017-06-14T05:00:10Z,2,0,3,24718,FALSE,FALSE
5571,2017-06-08T18:23:13Z,font,13964,2017-06-08T18:23:13Z,2017-06-08T18:58:56Z,2,0,2,24729,FALSE,FALSE
5575,2017-06-09T21:15:52Z,Chess Tourney,14515,2017-06-09T21:15:52Z,2017-06-10T03:22:07Z,2,0,4,24748,FALSE,FALSE
5576,2017-06-09T21:16:40Z,Chess Tourney,14515,2017-06-09T21:16:40Z,2017-06-27T05:14:05Z,2,0,12,24749,FALSE,FALSE
5577,2017-06-09T21:19:25Z,Chess Tourney,14515,2017-06-09T21:19:25Z,2017-06-10T05:10:43Z,2,0,3,24750,FALSE,FALSE
5578,2017-06-09T21:19:34Z,Chess Tourney,14515,2017-06-09T21:19:34Z,2017-06-09T21:56:26Z,2,0,3,24752,FALSE,FALSE
5579,2017-06-09T21:19:42Z,Chess Tourney,14515,2017-06-09T21:19:42Z,2017-06-09T21:28:38Z,2,0,4,24753,FALSE,FALSE
5580,2017-06-09T21:20:42Z,Chess Tourney,14515,2017-06-09T21:20:42Z,2017-06-13T20:50:41Z,2,0,8,24754,FALSE,FALSE
5581,2017-06-09T23:52:49Z,Indiana TWP,6208,2017-06-09T23:52:49Z,2017-06-10T22:10:30Z,2,0,7,24777,FALSE,FALSE
5582,2017-06-10T04:13:20Z,Chess,14515,2017-06-10T04:13:20Z,2017-06-10T04:16:47Z,2,0,4,24784,FALSE,FALSE
5583,2017-06-10T17:43:42Z,Random Translation Request,6113,2017-06-10T17:43:42Z,2017-06-10T17:43:42Z,2,0,1,24799,FALSE,FALSE
5584,2017-06-10T23:50:42Z,ROF Anime When?,14300,2017-06-10T23:50:42Z,2017-07-17T15:53:58Z,2,0,6,24804,FALSE,FALSE
5585,2017-06-11T00:20:32Z,Esoteric Hitlerism,4873,2017-06-11T00:20:32Z,2017-06-11T00:20:32Z,2,0,1,24805,FALSE,FALSE
5586,2017-06-11T18:59:39Z,Kontakt,9534,2017-06-11T18:59:39Z,2017-06-19T08:33:48Z,2,0,3,24814,FALSE,FALSE
5587,2017-06-11T23:34:56Z,discord,9353,2017-06-11T23:34:56Z,2017-07-07T14:51:45Z,1,0,5,24816,FALSE,FALSE
5588,2017-06-12T00:03:36Z,"Hey, bro. You mind throwing the switch?",14105,2017-06-12T00:03:36Z,2017-06-12T19:08:19Z,2,0,5,24819,FALSE,FALSE
5589,2017-06-12T00:28:59Z,Atomwaffen questions,14485,2017-06-12T00:28:59Z,2017-06-12T00:28:59Z,2,0,1,24821,FALSE,FALSE
5590,2017-06-12T10:11:44Z,Orthodoxy and Nationalism,14404,2017-06-12T10:11:44Z,2017-06-14T22:50:08Z,2,0,2,24830,FALSE,FALSE
5591,2017-06-12T12:03:21Z,Neizbezhnost,13075,2017-06-12T12:03:21Z,2017-06-12T20:30:21Z,2,0,5,24831,FALSE,FALSE
5592,2017-06-12T12:47:19Z,Yo,13880,2017-06-12T12:47:19Z,2017-06-20T13:20:27Z,2,0,8,24832,FALSE,FALSE
5593,2017-06-12T13:40:17Z,Hello,9861,2017-06-12T13:40:17Z,2017-06-12T15:15:17Z,2,0,5,24833,FALSE,FALSE
5594,2017-06-12T15:43:02Z,Hello,13692,2017-06-12T15:43:02Z,2017-06-12T23:15:25Z,2,0,4,24839,FALSE,FALSE
5595,2017-06-12T16:16:21Z,PP,14161,2017-06-12T16:16:21Z,2017-07-06T13:30:42Z,2,0,2,24841,FALSE,FALSE
5596,2017-06-12T23:37:31Z,Fórum,14444,2017-06-12T23:37:31Z,2017-06-12T23:37:31Z,2,0,1,24859,FALSE,FALSE
5597,2017-06-13T02:45:19Z,Reminder,14582,2017-06-13T02:45:19Z,2017-06-13T02:45:19Z,2,0,1,24861,FALSE,FALSE
5598,2017-06-13T04:34:58Z,I'm Jeremy's girlfriend,14582,2017-06-13T04:34:58Z,2017-06-13T17:43:21Z,2,0,13,24864,FALSE,FALSE
5599,2017-06-13T14:14:59Z,Ayo,9861,2017-06-13T14:14:59Z,2017-06-14T08:59:47Z,2,0,2,24869,FALSE,FALSE
5600,2017-06-13T20:07:49Z,Greets,14161,2017-06-13T20:07:49Z,2017-06-13T20:22:26Z,2,0,3,24883,FALSE,FALSE
5601,2017-06-13T23:16:07Z,NS/Fascist books,85,2017-06-13T23:16:07Z,2017-06-13T23:16:07Z,2,0,1,24888,FALSE,FALSE
5602,2017-06-14T11:03:27Z,it me,14522,2017-06-14T11:03:27Z,2017-06-14T22:55:09Z,2,0,3,24892,FALSE,FALSE
5603,2017-06-14T19:12:11Z,Locatie,9606,2017-06-14T19:12:11Z,2017-11-18T14:14:18Z,2,0,17,24894,FALSE,FALSE
5604,2017-06-15T03:56:28Z,Canada,14515,2017-06-15T03:56:28Z,2017-06-15T05:10:24Z,2,0,11,24906,FALSE,FALSE
5605,2017-06-15T04:32:25Z,Worst Case Ontario,7405,2017-06-15T04:32:25Z,2017-06-15T04:44:21Z,2,0,2,24907,FALSE,FALSE
5606,2017-06-15T05:10:59Z,Chess,13438,2017-06-15T05:10:59Z,2017-06-16T02:44:29Z,2,0,6,24919,FALSE,FALSE
5607,2017-06-15T06:50:41Z,Am nevoie de un sfat,14563,2017-06-15T06:50:41Z,2017-06-15T08:43:07Z,2,0,3,24920,FALSE,FALSE
5608,2017-06-15T14:37:16Z,Chess club,13075,2017-06-15T14:37:16Z,2017-06-15T16:39:09Z,2,0,3,24923,FALSE,FALSE
5609,2017-06-15T16:14:53Z,Linkola,14568,2017-06-15T16:14:53Z,2017-07-27T18:33:25Z,2,0,2,24924,FALSE,FALSE
5610,2017-06-15T20:28:47Z,Welcome,14382,2017-06-15T20:28:47Z,2017-06-15T20:34:19Z,2,0,2,24927,FALSE,FALSE
5611,2017-06-15T21:01:16Z,BC is for the Aryan man,7405,2017-06-15T21:01:16Z,2017-06-17T04:23:54Z,2,0,15,24929,FALSE,FALSE
5612,2017-06-15T21:25:48Z,Stop.,13582,2017-06-15T21:25:48Z,2017-06-16T01:17:15Z,2,0,2,24930,FALSE,FALSE
5613,2017-06-15T21:40:16Z,chess club,28,2017-06-15T21:40:16Z,2017-06-16T01:00:23Z,2,0,3,24932,FALSE,FALSE
5622,2017-06-19T15:51:47Z,Avatar,13075,2017-06-19T15:51:47Z,2017-06-20T09:59:55Z,2,0,3,25016,FALSE,FALSE
5623,2017-06-20T00:59:58Z,.,14382,2017-06-20T00:59:58Z,2017-06-20T01:02:16Z,2,0,2,25020,FALSE,FALSE
5624,2017-06-20T01:00:12Z,.,14382,2017-06-20T01:00:12Z,2017-06-29T19:31:18Z,2,0,3,25021,FALSE,FALSE
5625,2017-06-20T01:00:34Z,.,14382,2017-06-20T01:00:34Z,2017-06-29T19:19:53Z,2,0,4,25022,FALSE,FALSE
5626,2017-06-20T01:05:59Z,.,14382,2017-06-20T01:05:59Z,2017-06-20T10:12:51Z,2,0,2,25025,FALSE,FALSE
5627,2017-06-20T04:57:00Z,"Don't touch IM again, faggot",14382,2017-06-20T04:57:00Z,2017-06-22T08:48:47Z,2,0,24,25026,FALSE,FALSE
5628,2017-06-20T21:02:57Z,American Nationalism,3143,2017-06-20T21:02:57Z,2017-06-20T21:02:58Z,2,0,1,25049,FALSE,FALSE
5629,2017-06-21T12:17:01Z,Discord,13342,2017-06-21T12:17:01Z,2017-06-21T12:38:05Z,1,0,2,25055,FALSE,FALSE
5630,2017-06-21T19:10:46Z,AWD,14407,2017-06-21T19:10:46Z,2017-06-21T19:10:46Z,2,0,1,25064,FALSE,FALSE
5631,2017-06-21T22:07:50Z,Islam and the Reich,85,2017-06-21T22:07:50Z,2017-06-25T15:52:10Z,2,0,5,25065,FALSE,FALSE
5633,2017-06-22T00:01:10Z,OY!,14382,2017-06-22T00:01:10Z,2017-06-23T23:53:59Z,2,0,2,25073,FALSE,FALSE
5634,2017-06-22T11:41:08Z,Chess,13898,2017-06-22T11:41:08Z,2017-06-22T18:01:20Z,2,0,3,25087,FALSE,FALSE
5635,2017-06-22T15:19:42Z,AtomWaffen,14599,2017-06-22T15:19:42Z,2017-06-22T15:19:42Z,2,0,1,25092,FALSE,FALSE
5636,2017-06-22T16:14:04Z,Getting started,14599,2017-06-22T16:14:04Z,2017-06-22T16:14:04Z,2,0,1,25093,FALSE,FALSE
5637,2017-06-22T16:17:06Z,I might sound stupid,14599,2017-06-22T16:17:06Z,2017-06-22T16:33:41Z,2,0,4,25094,FALSE,FALSE
5638,2017-06-22T17:48:52Z,Sporting,13893,2017-06-22T17:48:52Z,2017-11-04T17:00:48Z,2,0,2,25099,FALSE,FALSE
5639,2017-06-22T21:08:34Z,Hello,14515,2017-06-22T21:08:34Z,2017-06-23T04:38:48Z,2,0,5,25104,FALSE,FALSE
5640,2017-06-23T01:45:21Z,not a shill. just lost,14599,2017-06-23T01:45:21Z,2017-06-23T02:11:54Z,2,0,2,25105,FALSE,FALSE
5641,2017-06-23T01:46:11Z,Some help would be nice,14599,2017-06-23T01:46:11Z,2017-06-23T01:46:11Z,1,0,1,25106,FALSE,FALSE
5642,2017-06-23T02:00:37Z,What? im confused,14599,2017-06-23T02:00:37Z,2017-06-23T02:15:10Z,2,0,7,25107,FALSE,FALSE
5643,2017-06-23T02:04:24Z,Could you shed any light of info?,14599,2017-06-23T02:04:24Z,2017-06-23T02:04:24Z,1,0,1,25108,FALSE,FALSE
5644,2017-06-23T02:10:28Z,friendly advice,7,2017-06-23T02:10:28Z,2017-06-23T19:15:16Z,2,0,6,25112,FALSE,FALSE
